title,authors,editor
The Loss Landscape of Deep Linear Neural Networks  a Second-order Analysis,"[{'name': 'El Mehdi Achour', 'affiliation': ['Department of Mathematics', 'RWTH Aachen University', 'Aachen, Germany']}, {'name': 'François Malgouyres', 'affiliation': ['Institut de Mathématiques de Toulouse ; UMR 5219', 'Université de Toulouse ; CNRS', 'UPS IMT F-31062 Toulouse Cedex 9, France']}, {'name': 'Sébastien Gerchinovitz', 'affiliation': ['Institut de Recherche Technologique Saint Exupéry, Toulouse, France']}]", Martin Jaggi
The Non-Overlapping Statistical Approximation to Overlapping Group Lasso,"[{'name': 'Mingyu Qi', 'affiliation': ['Department of Statistics', 'University of Virginia', 'Charlottesville, VA 22904, USA']}, {'name': 'Tianxi Li', 'affiliation': ['School of Statistics', 'University of Minnesota, Twin Cities', 'Minneapolis, MN 55455, USA']}]", Francis Bach
The Nyström method for convex loss functions,"[{'name': 'Andrea Della Vecchia', 'affiliation': ['EPFL and Swiss Finance Institute, Lausanne, Switzerland']}, {'name': 'Ernesto De Vito', 'affiliation': ['MaLGa Center - DIMA - Universit`a di Genova, Italy']}, {'name': 'Jaouad Mourtada', 'affiliation': ['CREST, ENSAE - Institut Polytechnique de Paris, France']}, {'name': 'Lorenzo Rosasco', 'affiliation': ['MaLGa Center - DIBRIS - Universit`a di Genova, Italy', 'CBMM - Massachusets Institute of Technology, Cambridge, MA, USA', 'Istituto Italiano di Tecnologia, Genoa, Italy']}]", Tong Zhang
The good  the bad and the ugly sides of data augmentation  An implicit spectral regularization perspective,"[{'name': 'Chi-Heng Lin', 'affiliation': ['School of Electrical & Computer Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}, {'name': 'Chiraag Kaushik', 'affiliation': ['School of Electrical & Computer Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}, {'name': 'Eva L. Dyer', 'affiliation': ['Coulter Department of Biomedical Engineering', 'School of Electrical & Computer Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}, {'name': 'Vidya Muthukumar', 'affiliation': ['School of Electrical & Computer Engineering', 'School of Industrial & Systems Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}]", Pradeep Ravikumar
Three-Way Trade-Off in Multi-Objective Learning  Optimization  Generalization and Conflict-Avoidance,"[{'name': 'Lisha Chen', 'affiliation': ['Department of Electrical, Computer & Systems Engineering', 'Rensselaer Polytechnic Institute, United States']}, {'name': 'Heshan Fernando', 'affiliation': ['Department of Electrical, Computer & Systems Engineering', 'Rensselaer Polytechnic Institute, United States']}, {'name': 'Yiming Ying', 'affiliation': ['School of Mathematics and Statistics', 'University of Sydney, NSW, Australia']}, {'name': 'Tianyi Chen', 'affiliation': ['Department of Electrical, Computer & Systems Engineering', 'Rensselaer Polytechnic Institute, United States']}]", Francesco Orabona
Tight Convergence Rate Bounds for Optimization Under Power Law Spectral Conditions,"[{'name': 'Maksim Velikanov', 'affiliation': ['Technology Innovation Institute, Abu Dhabi, UAE;', 'CMAP, Ecole Polytechnique, Paris, France']}, {'name': 'Dmitry Yarotsky', 'affiliation': ['Center for Artiﬁcial Intelligence Technology', 'Skolkovo Institute of Science and Technology', 'Moscow, Russia']}]", Mehryar Mohri
Topological Node2vec  Enhanced Graph Embedding via Persistent Homology,"[{'name': 'Yasuaki Hiraoka', 'affiliation': ['Institute for the Advanced Study of Human Biology', 'Kyoto University Institute for Advanced Study', 'Kyoto University, Kyoto 606-8501, Japan']}, {'name': 'Yusuke Imoto', 'affiliation': ['Institute for the Advanced Study of Human Biology', 'Kyoto University Institute for Advanced Study', 'Kyoto University, Kyoto 606-8501, Japan']}, {'name': 'Th´eo Lacombe', 'affiliation': ['Laboratoire d’Informatique Gaspard Monge,', 'Univ. Gustave Eiﬀel, CNRS, LIGM, F-77454', 'Marne-la-Vall´ee, France']}, {'name': 'Killian Meehan', 'affiliation': ['Institute for the Advanced Study of Human Biology', 'Kyoto University Institute for Advanced Study', 'Kyoto University, Kyoto 606-8501, Japan']}, {'name': 'Toshiaki Yachimura', 'affiliation': ['Mathematical Science Center for Co-creative Society,', 'Tohoku University, Sendai 980-0845, Japan']}]", Sayan Mukherjee
Towards Explainable Evaluation Metrics for Machine Translation,"[{'name': 'Christoph Leiter', 'affiliation': ['Natural Language Learning Group', 'University of Mannheim', 'B6 26, 68159 Mannheim, Germany']}, {'name': 'Piyawat Lertvittayakumjorn', 'affiliation': ['Imperial College London']}, {'name': 'Marina Fomicheva', 'affiliation': ['University of Sheffield']}, {'name': 'Wei Zhao', 'affiliation': ['University of Aberdeen', 'Heidelberg Institute for Theoretical Studies']}, {'name': 'Yang Gao', 'affiliation': ['Royal Holloway, University of London']}, {'name': 'Steffen Eger', 'affiliation': ['University of Mannheim']}]", Ivan Titov
Towards Optimal Sobolev Norm Rates for the Vector-Valued Regularized Least-Squares Algorithm,"[{'name': 'Zhu Li', 'affiliation': ['Gatsby Computational Neuroscience Unit', 'University College London', 'London, W1T 4JG, UK']}, {'name': 'Dimitri Meunier', 'affiliation': ['Gatsby Computational Neuroscience Unit', 'University College London', 'London, W1T 4JG, UK']}, {'name': 'Mattes Mollenhauer', 'affiliation': ['Merantix Momentum', 'Merantix AI Campus', 'Max–Urich–Straße 3, 13355 Berlin, Germany']}, {'name': 'Arthur Gretton', 'affiliation': ['Gatsby Computational Neuroscience Unit', 'University College London', 'London, W1T 4JG, UK']}]", Daniel Hsu
Towards Unbiased Exploration in Partial Label Learning,"[{'name': 'Zsolt Zombori', 'affiliation': ['Alfr´ed R´enyi Institute of Mathematics', 'E¨otv¨os Lor´and University', 'Budapest, Hungary']}, {'name': 'Agapi Rissaki', 'affiliation': ['Khoury College of Computer Sciences', 'Northeastern University', 'Boston, USA']}, {'name': 'Krist´of Szab´o', 'affiliation': ['Alfr´ed R´enyi Institute of Mathematics', 'Budapest, Hungary']}, {'name': 'Wolfgang Gatterbauer', 'affiliation': ['Khoury College of Computer Sciences', 'Northeastern University', 'Boston, USA']}, {'name': 'Michael Benedikt', 'affiliation': ['Department of Computer Science', 'University of Oxford', 'Oxford, UK']}]", Luc De Raedt
Trained Transformers Learn Linear Models In-Context,"[{'name': 'Ruiqi Zhang', 'affiliation': ['Department of Statistics', 'University of California, Berkeley', '367 Evans Hall, Berkeley, CA 94720-3860, USA']}, {'name': 'Spencer Frei', 'affiliation': ['Department of Statistics', 'University of California, Davis', '4118 Mathematical Sciences Building', '399 Crocker Ave., Davis, CA 95616, USA']}, {'name': 'Peter L. Bartlett', 'affiliation': ['Department of Statistics and Department of Electrical Engineering and Computer Sciences', 'University of California, Berkeley', '367 Evans Hall, Berkeley, CA 94720-3860, USA', 'Google DeepMind', '1600 Amphitheatre Parkway', 'Mountain View, CA 94040, USA']}]", Daniel Hsu
Training Integrable Parameterizations of Deep Neural Networks in the Infinite-Width Limit,"[{'name': 'Karl Hajjar', 'affiliation': ['Laboratoire de Math´ematiques d’Orsay', 'Universit´e Paris-Saclay', '91405 Orsay, France']}, {'name': 'L´ena¨ıc Chizat', 'affiliation': ['Institut de Math´ematiques', '´Ecole Polytechnique F´ed´erale de Lausanne', 'Lausanne, Switzerland']}, {'name': 'Christophe Giraud', 'affiliation': ['Laboratoire de Math´ematiques d’Orsay', 'Universit´e Paris-Saclay', '91405 Orsay, France']}]", Benjamin Guedj
Transfer Learning with Uncertainty Quantification  Random Effect Calibration of Source to Target (RECaST),"[{'name': 'Jimmy Hickey', 'affiliation': ['Department of Statistics', 'North Carolina State University']}, {'name': 'Jonathan P. Williams', 'affiliation': ['Department of Statistics, North Carolina State University', 'Centre for Advanced Study, Norwegian Academy of Science and Letters']}, {'name': 'Emily C. Hector', 'affiliation': ['Department of Statistics', 'North Carolina State University']}]", Amos Storkey
Transfer learning for tensor Gaussian graphical models,"[{'name': 'Mingyang Ren', 'affiliation': ['School of Mathematical Sciences', 'Shanghai Jiao Tong University', 'Minhang, Shanghai, China']}, {'name': 'Yaoming Zhen', 'affiliation': ['Department of Statistical Sciences', 'University of Toronto', 'Toronto, Ontario, Canada']}, {'name': 'Junhui Wang', 'affiliation': ['Department of Statistics', 'The Chinese University of Hong Kong', 'Shatin, Hong Kong, China']}]", Gal Elidan
Transport-based Counterfactual Models,"[{'name': 'Lucas De Lara', 'affiliation': ['Institut de Math´ematiques de Toulouse', 'Universit´e Paul Sabatier', 'Toulouse, France']}, {'name': 'Alberto Gonz´alez-Sanz', 'affiliation': ['Department of Statistics', 'Columbia University', 'New York, United States']}, {'name': 'Nicholas Asher', 'affiliation': ['Institut de Recherche en Informatique de Toulouse', 'CNRS', 'Toulouse, France']}, {'name': 'Laurent Risser', 'affiliation': ['Institut de Math´ematiques de Toulouse', 'CNRS', 'Toulouse, France']}, {'name': 'Jean-Michel Loubes', 'affiliation': ['Institut de Math´ematiques de Toulouse', 'Universit´e Paul Sabatier', 'Toulouse, France']}]", Silvia Chiappa
Triple Component Matrix Factorization  Untangling Global  Local  and Noisy Components,"[{'name': 'Naichen Shi', 'affiliation': ['Department of Industrial & Operations Engineering', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}, {'name': 'Salar Fattahi', 'affiliation': ['Department of Industrial & Operations Engineering', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}, {'name': 'Raed Al Kontar', 'affiliation': ['Department of Industrial & Operations Engineering', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}]", Mahdi Soltanolkotabi
Two is Better Than One  Regularized Shrinkage of Large Minimum Variance Portfolios,"[{'name': 'Taras Bodnar', 'affiliation': ['Department of Management and Engineering', 'Link¨oping University', 'SE-581 83 Link¨oping Sweden']}, {'name': 'Nestor Parolya', 'affiliation': ['Department of Applied Mathematics', 'Delft University of Technology', 'Mekelweg 4, 2628 CD Delft, The Netherlands']}, {'name': 'Erik Thors´en', 'affiliation': ['Department of Mathematics', 'Stockholm University', 'Roslagsv¨agen 101, SE-10691 Stockholm, Sweden']}]", Jie Peng
Uncertainty Quantification of MLE for Entity Ranking with Covariates,"[{'name': 'Jianqing Fan', 'affiliation': ['Department of Operations Research and Financial Engineering', 'Princeton University', 'Princeton, NJ, United States']}, {'name': 'Jikai Hou', 'affiliation': ['Department of Operations Research and Financial Engineering', 'Princeton University', 'Princeton, NJ, United States']}, {'name': 'Mengxin Yu', 'affiliation': ['Department of Statistics and Data Science, the Wharton School', 'University of Pennsylvania', 'Philadelphia, PA, United States']}]", Ji Zhu
Unlabeled Principal Component Analysis and Matrix Completion,"[{'name': 'Yunzhen Yao', 'affiliation': ['School of Computer and Communication Sciences', 'EPFL', 'CH-1015 Lausanne, Switzerland']}, {'name': 'Liangzu Peng', 'affiliation': ['Key Laboratory for Mathematics Mechanization', 'Academy of Mathematics and Systems Science', 'Chinese Academy of Sciences', 'Beijing, 100190, China']}, {'name': 'Manolis C. Tsakiris', 'affiliation': ['Key Laboratory for Mathematics Mechanization', 'Academy of Mathematics and Systems Science', 'Chinese Academy of Sciences', 'Beijing, 100190, China']}]", Michael Mahoney
Unsupervised Anomaly Detection Algorithms on Real-world Data  How Many Do We Need,"[{'name': 'Roel Bouman', 'affiliation': ['Institute for Computing and Information Sciences', 'Radboud University', 'Toernooiveld 212, 6525 EC Nijmegen, The Netherlands']}, {'name': 'Zaharah Bukhsh', 'affiliation': ['Information Systems, Industrial Engineering and Innovation Sciences', 'Eindhoven University of Technology', 'Groene Loper 3, 5612 AE Eindhoven, The Netherlands']}, {'name': 'Tom Heskes', 'affiliation': ['Institute for Computing and Information Sciences', 'Radboud University', 'Toernooiveld 212, 6525 EC Nijmegen, The Netherlands']}]", Marc Schoenauer
Unsupervised Tree Boosting for Learning Probability Distributions,"[{'name': 'Naoki Awaya', 'affiliation': ['School of Political Science and Economics', 'Waseda University', 'Shinjuku City, Tokyo 169-8050, Japan']}, {'name': 'Li Ma', 'affiliation': ['Department of Statistical Science', 'Duke University', 'Durham, NC 27708, USA']}]", Pradeep Ravikumar
Value-Distributional Model-Based Reinforcement Learning,"[{'name': 'Carlos E. Luis', 'affiliation': ['Bosch Corporate Research, TU Darmstadt', 'Robert-Bosch-Campus 1, 71272 Renningen (Germany)']}, {'name': 'Alessandro G. Bottero', 'affiliation': ['Bosch Corporate Research, TU Darmstadt']}, {'name': 'Julia Vinogradska', 'affiliation': ['Bosch Corporate Research']}, {'name': 'Felix Berkenkamp', 'affiliation': ['Bosch Corporate Research']}, {'name': 'Jan Peters', 'affiliation': ['TU Darmstadt, German Research Center for AI (DFKI), Hessian.AI']}]", Marc Bellemare
Variance estimation in graphs with the fused lasso,"[{'name': 'Oscar Hernan Madrid Padilla', 'affiliation': ['Department of Statistics and Data Science', 'Univeristy of California, Los Angeles', 'Los Angeles, CA 90095.']}]", Pierre Alquier
Variation Spaces for Multi-Output Neural Networks  Insights on Multi-Task Learning and Network Compression,"[{'name': 'Joseph Shenouda', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of Wisconsin–Madison', 'Madison, WI 53706, USA']}, {'name': 'Rahul Parhi', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of California, San Diego', 'La Jolla, CA 92093, USA']}, {'name': 'Kangwook Lee', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of Wisconsin–Madison', 'Madison, WI 53706, USA']}, {'name': 'Robert D. Nowak', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of Wisconsin–Madison', 'Madison, WI 53706, USA']}]", Aarti Singh
Variational Estimators of the Degree-corrected Latent Block Model for Bipartite Networks,"[{'name': 'Yunpeng Zhao', 'affiliation': ['Department of Statistics', 'Colorado State University', 'Fort Collins, CO 80523, USA']}, {'name': 'Ning Hao', 'affiliation': ['Department of Mathematics', 'University of Arizona', 'Tucson, AZ 85721, USA']}, {'name': 'Ji Zhu', 'affiliation': ['Department of Statistics', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}]", Xiaotong Shen
Virtual-Event-Based Posterior Sampling and Inference for Neyman-Scott Processes,"[{'name': 'Chengkuan Hong', 'affiliation': ['Department of Computer Science and Technology, BNRist Center', 'Tsinghua Institute for AI, Tsinghua-Bosch Joint Center for ML', 'Tsinghua University', 'Beijing 10084, China']}, {'name': 'Christian R. Shelton', 'affiliation': ['Department of Computer Science and Engineering', 'University of California', 'Riverside, CA 92521, USA']}, {'name': 'Jun Zhu', 'affiliation': ['Department of Computer Science and Technology, BNRist Center', 'Tsinghua Institute for AI, Tsinghua-Bosch Joint Center for ML', 'Tsinghua University', 'Beijing 10084, China']}]", Stephan Mandt
Volterra Neural Networks (VNNs),"[{'name': 'Siddharth Roheda', 'affiliation': ['Electrical and Computer Engineering Department', 'North Carolina State University', 'Raleigh, NC 27606, USA']}, {'name': 'Hamid Krim', 'affiliation': ['Electrical and Computer Engineering Department', 'North Carolina State University', 'Raleigh, NC 27606, USA']}, {'name': 'Bo Jiang', 'affiliation': ['Electrical and Computer Engineering Department', 'North Carolina State University', 'Raleigh, NC 27606, USA']}]", Honglak Lee
